Gene	Trait	CellType	Tissue
ADD3:AKT3:ATP1B3:ATP2B2:BRAF:BSN:CACNA1C:CACNA1D:CACNB2:CACNG2:CADPS:CNTN4:DNAJC5:FGF12:GABRA1:GPM6A:GRIN2A:GRIN2B:GSK3B:HLF:ITCH:KCNB1:KCNC2:MAP2:MAPK1:MAPK10:NEDD4L:NRG1:PAM:PRKCA:PRKD1:PTPRE:RBFOX1:RGS7:RIMS1:RUNX1T1:SCN2A:SLC4A10:SRRM2:SYNE1:TCF12:TTBK1:YWHAE	Bipolar-Disorder_Stahl_2018	In3	DER20CC
ABI1:ADD3:ALK:ANKS1B:ARNTL:ATP1B3:ATP2B2:BCL11B:BRAF:CACNA1C:CACNA1D:CACNB2:CACNG2:CADPS:CD47:CSK:FGF12:GRIN2A:GRIN2B:GRM5:HLF:HOMER1:KCNB1:KCNC2:LRRFIP2:MACF1:MAPK1:MEF2A:NCOA2:NCOA6:NEDD4L:NKAIN2:NRG1:NTRK3:PDE4D:PIGU:PRKCA:PRKD1:PTPRT:RBFOX1:RBM25:RBMS3:RGS7:RIMS1:RXRA:SFPQ:SHANK2:SLC4A10:SLC8A3:SMARCA2:SRRM2:SSBP2:SUN1:SYNE1:TCF12:TRPC1:VPS45:WASF3	Bipolar-Disorder_Stahl_2018	In4	DER20CC
ADD3:ALK:ANKS1B:ATP1A3:ATP1B2:ATP1B3:ATP2B2:ATXN1:BCL11B:BRAF:BTBD9:CACNA1C:CACNA1D:CADPS:CD47:CNTN4:CREB1:DNAJC5:FAF1:FGF12:FRYL:FSTL5:GNAQ:GPM6A:GRIN2A:GRIN2B:GRM5:HLF:HOMER1:IGF1R:KCNB1:KCNC2:KCNQ2:MACF1:MAPK1:MAPK10:MBP:MEF2A:MIPOL1:NEDD4L:NKAIN2:NTRK3:PDE4D:PRKCA:PRKD1:PRKG1:PTPRT:QKI:RBFOX1:RBM6:RBMS3:RGS7:RIMS1:RPRD2:RXRA:RYR2:SFPQ:SLC4A10:SLC8A3:SMARCA2:SNAP91:SPATS2L:SRPK2:SRRM2:SSBP2:SYNE1:SYNJ1:TCF12:THRB:TRPC1:UPP2:VAV3:VPS45:WASF3:YWHAE:ZFAND3	Bipolar-Disorder_Stahl_2018	In5	DER20CC
ADD3:AFF4:ANKS1B:ATP1B3:ATP2B2:BRAF:CACNA1C:CACNA1D:CADM2:CADPS:CD47:CSDE1:CUL1:FAF1:FGF12:GABRA4:GRIN2A:GRIN2B:HDAC4:HDAC5:KCNB1:KCNC2:LRRFIP2:MACROD2:MAP2:MAPK1:MAPK10:MARK2:MEF2A:NCOA2:NKAIN2:NR3C2:PDE4D:PRKACA:PRKCA:PRKD1:RBM25:RGS7:RIMS1:RYR2:SLC24A2:SLC4A10:SLC8A3:SORBS1:SRRM2:ST13:SYNE1:TFCP2:TMEM108:VPS45:WASF3:YWHAE:ZEB2	Bipolar-Disorder_Stahl_2018	In6	DER20CC
AKT3:ANKS1B:ATP1B1:ATP1B2:ATP1B3:ATP2B2:BRAF:BTBD9:CACNA1C:CACNA1D:CACNB2:CADM2:CADPS:CD47:CDK6:CUL1:DST:FAF1:FGF12:FGFR1:GARNL3:GRIN2A:HDAC4:ITCH:KCNB1:KCNC2:KCNQ2:LRRFIP2:LUC7L3:MACF1:MACROD2:MAPK1:MAPK10:MEF2A:NACC1:NCOA2:NEDD4L:NEK4:NKAIN2:NR3C2:NRG1:PDE4D:PPM1A:PRKCA:PRKD1:PTPRT:RAP1A:RIMS1:RTF1:RUNX1T1:RXRA:RYR2:SCN2A:SLC24A2:SLC4A10:SLC8A3:SNAP91:SORBS2:SPI1:SRPK2:SYNE1:SYT1:TCF12:TFCP2:TMEM108:UBE2R2:WASF3:YWHAE:ZBTB38:ZHX2	Bipolar-Disorder_Stahl_2018	In7	DER20CC
ANKRD11:ATP2B2:BRAF:BTBD9:CACNA1B:CACNA1C:CACNA1D:CACNB2:CACNG2:CADPS:DNAJC5:FAF1:FGF12:GABRA1:GRIN2A:GRIN2B:GRM5:HDAC4:LRRFIP2:MAPK1:NCOA2:NCOA6:NKAIN2:NR3C2:PDE4D:PRKCA:PRKD1:RGS7:RIMS1:RYR2:SLC24A2:SLC4A10:SLC8A3:SNAP91:SORBS2:SYNE1	Bipolar-Disorder_Stahl_2018	In8	DER20CC
ADK:AGBL4:AK5:AKT3:AUTS2:CADM1:CADM2:CAMKV:DENND1A:DGKG:DICER1:FOXO3:LRRTM4:MTA3:NCAM1:NCOA1:NEGR1:NR3C1:NRXN3:NTM:NTRK2:NUCKS1:OPCML:POU2F1:RERE:STRBP:TCF20:ZMYND8	BMI_Locke_2015_BMI-European	Ex1	DER20CC
AGBL4:AKT3:AUTS2:CADM1:CADM2:CADPS:CAMKV:CLIP1:DGKG:ELAVL4:FNBP4:FOXO3:HIVEP3:MAP2K5:NCAM1:NCOA1:NEGR1:NR3C1:NRXN3:NTM:NTRK2:OPCML:POU2F1:RBFOX1:RERE:SGMS1	BMI_Locke_2015_BMI-European	Ex2	DER20CC
ACTN1:ADK:AGBL4:AK5:AKT3:AUTS2:CADM2:CAMKV:CKB:CLIP1:DGKG:ELAVL4:FNBP4:HIVEP3:NCAM1:NCOA1:NEGR1:NR3C1:NRXN3:NTM:NTRK2:NUCKS1:OPCML:PDS5B:POU2F1:RCAN2:RERE:STAG1	BMI_Locke_2015_BMI-European	Ex3	DER20CC
AGBL4:AUTS2:CADM2:CADPS:CAMKV:CLIP1:CPEB4:DPF3:ELAVL4:FNBP4:FSTL5:HIVEP3:MTA3:N4BP2L2:NCAM1:NCOA1:NEGR1:NR3C1:NRXN3:NTM:OPCML:PDS5B:POU2F1:RABEP1:RCAN2:RERE:SRPK2:STAG1:UBE3C:YPEL3:ZMYND8	BMI_Locke_2015_BMI-European	Ex4	DER20CC
AGBL4:AUTS2:CADM2:CADPS:CAMKV:CLIP1:ELAVL4:NCAM1:NCOA1:NEGR1:NR3C1:NRXN3:NTM:NTRK2:OPCML:POU2F1:RCAN2:RERE:TRAF3	BMI_Locke_2015_BMI-European	Ex5	DER20CC
ADK:AK5:AKT3:ATF2:AUTS2:CACNA1D:CADM1:CADM2:CADPS:CAMKV:CLIP1:DGKG:ELAVL4:FNBP4:HIVEP3:LGR4:LRRTM4:MCC:NCAM1:NCOA1:NEGR1:NF1:NR3C1:NRXN2:NRXN3:NTM:NTRK2:OPCML:PDZRN4:POU2F1:RASA1:RBFOX1:RCAN2:RERE:ROBO1:RPTOR:SGMS1:SSBP2:TRAF3	BMI_Locke_2015_BMI-European	Ex6	DER20CC
AGBL4:AUTS2:CACNA1D:CADM2:CADPS:CAMKV:CELF1:CLIP1:DGKG:DNMT3A:EHMT2:MTA3:NCAM1:NCOA1:NEGR1:NR3C1:NRXN3:NTM:OPCML:PDZRN4:POU2F1:R3HDM2:RCAN2:RERE:ZMYND8	BMI_Locke_2015_BMI-European	Ex7	DER20CC
AGBL4:AK5:AKT3:AUTS2:BPTF:CACNA1D:CADM2:CADPS:CLIP1:CPEB4:FNBP4:HIVEP3:JMJD1C:MTA3:NCAM1:NCOA1:NEGR1:NFE2L1:NR3C1:NRXN3:NTM:NTRK2:OPCML:PDZRN4:POU2F1:RBFOX1:RCAN2:RERE:RPTOR:SSBP2:SSBP3:STAG1:TP53BP1:TRPS1:UBE3C:USP34:ZMYND8	BMI_Locke_2015_BMI-European	Ex8	DER20CC
AGBL4:AUTS2:CACNA1D:CADM2:CEP120:CKB:DGKG:FNBP4:FTO:HIVEP3:HSD17B12:IGF1:LGR4:MTA3:N4BP2L2:NCAM1:NCOA1:NEGR1:NR3C1:NRXN3:NTM:NTRK2:OPCML:PDS5B:POU2F1:RASA1:RCAN2:RERE:STAG1:ZFPM2	BMI_Locke_2015_BMI-European	In1	DER20CC
AGBL4:AKT3:ATP1B2:ATP2A2:AUTS2:CACNA1D:CADM2:CATSPER2:CELF1:CEP120:CHRNA2:CLIP1:DCAF7:DGKG:DPF3:ELAVL4:FNBP4:GBE1:GIPC2:GPRC5B:GTF2A2:HIVEP3:HSD17B12:IGF1:KAT8:MTA3:MTCH2:N4BP2L2:NCAM1:NCOA1:NEGR1:NR3C1:NRXN1:NRXN3:NTM:NTRK2:OPCML:PDS5B:POU2F1:PRKACA:RABEP1:RASA1:RCAN2:RERE:SRPK2:STAG1:STX1B:TNRC6B:TP53BP1:YPEL3:ZMYND8	BMI_Locke_2015_BMI-European	In2	DER20CC
ADK:AGBL4:AK5:AKT3:AUTS2:CACNA1D:CADM1:CADM2:CAMKV:CEP120:CHRNA2:CLIP1:DCAF7:DGKG:DPF3:ELAVL4:FNBP4:FOXO3:GIPC2:GPRC5B:JMJD1C:LIN7C:MAST2:MCC:MTA3:N4BP2L2:NCAM1:NCOA1:NEGR1:NR3C1:NRG1:NRXN3:NTM:NTRK2:NUCKS1:OPCML:PDE4B:PDS5B:POU2F1:PPFIA2:PRKACA:PTPRN:RABEP1:RASA1:RCAN2:RERE:SRPK2:STAG1:STX1B:TNRC6B:TP53BP1:WDR12:YPEL3:ZC3H4:ZFPM2	BMI_Locke_2015_BMI-European	In3	DER20CC
AGBL4:AUTS2:CADM2:FSTL5:FTO:GPRC5B:NCAM1:NEGR1:NR3C1:NRXN3:NTRK2:OPCML:POU2F1:PPP2R3A:RBFOX1:SLX4:STAG1	BMI_Locke_2015_BMI-European	In5	DER20CC
ADARB1:AGBL4:AUTS2:CADM2:DGKG:ELAVL4:NCAM1:NCOA1:NEGR1:NR3C1:NRXN3:NTM:NTRK2:OPCML:POU2F1:RBFOX1:TCF20	BMI_Locke_2015_BMI-European	In6	DER20CC
AGBL4:AUTS2:CADM2:DGKG:FNBP4:HIVEP3:NCAM1:NEGR1:NR3C1:NRXN3:NTM:NTRK2:OPCML:PDS5B:PDZRN4:POU2F1:RCAN2:STAG1:TRAF3:ZBTB20	BMI_Locke_2015_BMI-European	In7	DER20CC
AGBL4:AUTS2:CADM2:DGKG:DNMT3A:ELAVL2:ELAVL4:FNBP4:FOXK2:FSTL5:HIVEP3:LRRTM4:MAST2:MTA3:N4BP2L2:NCAM1:NCOA1:NEGR1:NR3C1:NRIP1:NRXN3:NTM:OPCML:PDS5B:POU2F1:RABEP1:RCAN2:RERE:SRPK2:STAG1:TRPS1:YPEL3:ZBTB4:ZBTB7A	BMI_Locke_2015_BMI-European	In8	DER20CC
ANKS1B:AUTS2:BAIAP2:CACNA1C:CACNA1E:CADM2:CALM1:EIF4G3:FOXP1:GNAO1:GPM6A:GRM5:HTT:MARK3:MBNL2:MEF2A:NCAM1:NEGR1:NTRK3:PCDH9:PPP3CA:RBFOX1:RBFOX2:RCAN2:RERE:RGS6:SETD2:TCF4	Depressive-symptoms_Baselmans_2019	Ex1	DER20CC
ANKS1B:APP:AUTS2:CADM2:CALM1:CELF2:CELF4:CTNND1:DCC:EIF4G3:GNAO1:GPM6A:GRIN2B:GRM5:GRM8:HTT:LRFN5:NCOR1:NEGR1:NR3C1:PCDH9:POU2F1:PPP3CA:RBFOX1:RBFOX2:RERE:SEMA6D:TCF4:THRB:TRAF3	Depressive-symptoms_Baselmans_2019	Ex2	DER20CC
APP:BAIAP2:CACNA1A:CADM2:CALM1:CELF1:CELF2:EHMT2:GPM6A:GRIN2B:GRM5:KCNB1:MBNL1:MBNL2:MEF2A:MEF2C:NCAM1:NCKAP1:NEGR1:NR3C1:NRG1:NTRK3:PCDH9:POU2F1:PPP3CA:PRKCA:PTPRG:RBFOX1:RCAN2:RERE:ST8SIA4:TCF4	Depressive-symptoms_Baselmans_2019	Ex3	DER20CC
ADK:AKT3:ANKS1B:AUTS2:BAIAP2:BCR:CADM2:CALM1:CELF1:CELF2:CKB:DCC:EHBP1:EIF4G3:ELMO1:EP300:ERBB4:FHIT:FOXP1:GNAO1:GPM6A:GRIN2B:GRM5:HDAC4:HTT:KCNJ3:KHDRBS2:MAGI2:MAML3:MBNL1:MBNL2:MEF2A:MEF2C:NCAM1:NCOR1:NEGR1:NME7:NOL4:NR3C1:NTRK3:PCDH9:PDZRN4:POU6F2:PPP2R2B:PPP3CA:PRRC2A:PTPRD:RAPGEF4:RBFOX1:RBFOX2:RCAN2:RERE:RYR2:SCAI:SEMA6D:SOX5:TCF4:USP34:ZMYND8	Depressive-symptoms_Baselmans_2019	Ex4	DER20CC
ANKS1B:APP:ATF2:AUTS2:BSN:CALM1:CELF2:CELF4:CKB:CLASP2:EIF4G3:ELAVL4:EP300:GNAO1:GPM6A:GRIN2B:GRM5:GRM8:HDAC4:HTT:KLC1:LSAMP:MARK3:MBNL2:MEF2A:MEF2C:NCAM1:NEGR1:NOL4:PCDH9:POGZ:POU2F1:PPP3CA:PTPRD:RAPGEF4:RBFOX1:RBFOX2:RERE:SCAI:SGIP1:TCF4:THRB:TRAF3	Depressive-symptoms_Baselmans_2019	Ex5	DER20CC
AHI1:AKAP6:ANKS1B:APP:BAIAP2:CACNA1C:CADM2:CALM1:CELF4:EIF4G3:ELAVL2:ERBB4:GNAO1:GPM6A:GRM5:HTT:KALRN:LRRC7:MAGI2:MBNL2:MEF2A:NCAM1:NEGR1:NRG3:NRXN1:PCDH9:POGZ:POU2F1:PPP2R2B:PTPRN2:RAPGEF4:RBFOX1:RBFOX2:RERE:SCAI:SGIP1:SOX5:STRBP:TCF4	Depressive-symptoms_Baselmans_2019	Ex6	DER20CC
ADK:AKAP6:ANKS1B:APBA1:ATF2:AUTS2:BAIAP2:BSN:CABP1:CACNA1C:CADM2:CALM1:CDH13:CELF4:CPE:DCC:DDX6:EHBP1:EIF4G3:ESRRG:FHIT:GPM6A:GRIN2B:GRM5:HIVEP3:HTT:LRRC7:LSAMP:MEF2A:NCAM1:NEGR1:NME7:PCDH9:PLCG1:POU2F1:POU6F2:PPP2R2B:RAPGEF4:RBFOX1:RBFOX2:RERE:ROBO2:SGIP1:SOX5:SYN2:TCF4:ZMYND8	Depressive-symptoms_Baselmans_2019	Ex7	DER20CC
ANKS1B:APP:AUTS2:CACNA1E:CADM2:CALM1:CELF4:CPE:EHBP1:FOXP1:GNAO1:GPM6A:GRM5:HIVEP3:HTT:KLC1:LMO4:NCAM1:NEGR1:POU2F1:PPP2R2B:PPP3CA:RBFOX1:RCAN2:RERE:RGS12:ROBO2:SEMA6D:SGCD:SOBP:SOX5:TCF4:TNKS:USP34	Depressive-symptoms_Baselmans_2019	Ex8	DER20CC
ADK:AKT3:ANKS1B:APBA1:APP:ARFGEF1:ARFGEF2:ASAP1:ASCC3:ATP1A3:ATP1B1:ATP1B2:ATP2A2:ATP2C1:BAIAP2:BPTF:BRAF:BSN:BTRC:CABP1:CACNA1A:CACNA1C:CACNA1E:CADM2:CALM1:CBX5:CDH13:CDH9:CELF4:CHD6:CKB:CLOCK:CTNNA2:CTNNA3:CTTNBP2:DCC:DDX17:DNM3:DPYSL2:EHMT2:ELAVL2:EP300:ERBB4:EXT1:FBXL5:FBXO21:GABRA1:GABRB2:GNAI2:GNAO1:GRIK5:GRIN2B:GRM5:GRM7:GTF2IRD1:HECW2:HERC1:HSPH1:INPP4B:IP6K1:KCNB1:KCNJ3:KIF5A:KLC1:KLF12:LRRTM4:MAGI2:MAPK1:MARK3:MBD5:MEF2A:MEF2C:NCAM1:NCOA2:NCOR1:NEGR1:NME7:NR3C1:NRXN1:NTRK3:OSBPL1A:PCDH9:PDE1A:PDE4B:PDE8B:PIP5K1A:POLR2A:PPP2R2B:PPP3CA:PRKAA2:PRKCA:PRKD1:PRRC2A:PTPRN2:PTPRS:PUM1:QKI:RABGAP1L:RBFOX1:RBM26:RBMS3:RERE:RIMS1:SEMA6D:SGIP1:SH3GL2:SIK3:SLC12A5:SLC30A9:SLC44A5:SORT1:SOX5:SPPL3:STRN3:SYN2:SYT1:TCF4:TEF:TMEM108:TNKS:TNRC6B:TRIO:TRPC4AP:UBP1:URI1:USP34:YLPM1	Depressive-symptoms_Baselmans_2019	In1	DER20CC
ACVR1B:ADK:AKT3:AMFR:APP:ATP1A3:ATP1B1:ATP1B2:ATP2A2:BAIAP2:BPTF:BSN:CABP1:CACNA1A:CACNA1C:CACNA1E:CADM2:CALM1:CAMKV:CBX5:CDH13:CDH9:CELF2:CHD6:CKAP5:CKB:CLASP2:CNTNAP2:CNTNAP4:CPEB3:CTTNBP2:DCC:DDX6:DENND1A:DNM3:DPYSL2:EHMT2:ELAVL2:EP300:ERBB4:ESR1:FARP1:FBXO21:FHIT:GGT7:GNAO1:GRIA1:GRIK5:GRIN2B:GRM5:GRM7:HERC1:HSPA5:HSPH1:INPP4B:IQCE:KCNB1:KCNJ3:KIF5A:KLC1:LRRC7:MAPK1:MARK3:MBD5:MED24:MEF2A:MEF2C:NCAM1:NCOA2:NCOR1:NME7:NOL4:NR3C2:NRXN3:NTRK3:OBSL1:PCDH9:PDE4B:PIK3C2B:PIP4K2C:PIP5K1A:PLCG1:PPP2R2B:PRKCA:PRKD1:PTPRN2:QKI:RABEPK:RASGRP1:RBFOX1:RBFOX2:RBM5:RBMS3:RC3H2:RERE:RGS6:RIMS1:SCAI:SF3B1:SLC12A5:SLC30A9:SMARCA2:SPPL3:STAT1:STRN3:SYN2:SYT1:TCF4:TEF:THRA:TOB2:TOP1:TRIM23:TRPC4AP:U2SURP:USP34:YLPM1:ZDHHC21:ZEB2	Depressive-symptoms_Baselmans_2019	In2	DER20CC
ACO2:ADK:AKT3:ATP1A3:ATP1B1:ATP1B2:ATP2A2:ATP2C1:AUTS2:BAIAP2:BPTF:BSN:CABP1:CACNA1A:CACNA1C:CACNA1E:CALM1:CAND1:CDH13:CELF2:CHD6:CKAP5:CKB:DAG1:DCC:DDX17:DENND1A:DENND1B:EHMT2:ELAVL2:ERBB4:EXT1:FBXO21:GALNTL6:GNAO1:GRIA1:GRIK5:GRIN2B:GRM7:GTF2IRD1:HP1BP3:IP6K1:KCNB1:KCNJ3:KIF5A:KLC1:KLF12:LRRC7:MAPK1:MARK3:MEF2A:MEF2C:NCAM1:NCOA2:NCOR1:NME7:NR3C2:NRF1:NRXN1:NTRK3:PCDH9:PDE4B:PDE8B:PIP4K2C:PIP5K1A:PLCG1:PRKCA:PRKD1:PRRC2A:QKI:RASGRP1:RBFOX1:RBMS3:RERE:RGS6:RIMS1:RSRC1:RTN4:SEMA6D:SF3B1:SIPA1L1:SLC12A5:SLC30A9:SORCS3:SORT1:SOX5:SPPL3:SYN2:SYT1:TCF4:TEF:THRA:THRB:TNKS:TRPC4AP:USP34:USP4:YLPM1	Depressive-symptoms_Baselmans_2019	In3	DER20CC
ADK:AHI1:AKT3:APBA1:APP:ATF2:ATP1A3:ATP1B1:ATP1B2:ATP2A2:AUTS2:BAIAP2:BPTF:BSN:CABP1:CACNA1A:CACNA1C:CACNA1E:CADM2:CALM1:CC2D2A:CDH13:CELF2:CELF4:CHD3:CKAP5:CKB:CLASP2:CNTNAP2:CTNNA3:CTTNBP2:DCC:DDX17:EHMT2:ELAVL2:ELAVL4:EP300:ERBB4:EXT1:GABRA1:GABRB2:GALNTL6:GNAO1:GPM6A:GRIA1:GRIK5:GRIN2B:GRM5:GRM8:HERC1:HSPA5:IP6K1:KCNB1:KCNJ3:KIF2A:KIT:LRRC7:LSAMP:MAML3:MAPK1:MARK3:MEF2A:MEF2C:MYCBP2:NCAM1:NCOA2:NCOR1:NEGR1:NFATC3:NME7:NR3C2:NRG1:NRXN1:NTM:NTRK3:PCDH9:PDE8B:PIP5K1A:PIP5K1B:POLR2A:POU6F2:PPP2R2B:PPP3CA:PRKCA:PRKD1:PRRC2A:PTCH1:PTPRN2:PTPRS:RAPGEF2:RASAL2:RASGRP1:RBFOX1:RBMS3:RCAN2:RERE:RIMS1:ROBO2:RSRC1:RTN4:SEMA6D:SGCZ:SGIP1:SIK3:SIPA1L1:SLC12A5:SLC30A9:SMYD3:SOX5:SPPL3:STRN3:SYN2:SYT1:TCF4:TEF:THRB:TNKS:TRIO:TSPAN5:UBP1:USP34:VPS41:YLPM1:ZDHHC21	Depressive-symptoms_Baselmans_2019	In4	DER20CC
ACVR1B:AKT3:APP:ATP2A2:AUTS2:BAIAP2:BPTF:BSN:CABP1:CACNA1C:CACNA1E:CALM1:CDH13:CELF4:CHD6:CTTNBP2:DCC:DENND1A:ERBB4:GNAO1:GPM6A:GRIK5:GRIN2B:GRM5:HTT:KCNJ3:KIF1A:LRRC7:MAML3:MARK3:MEF2A:MEF2C:NCAM1:NCOA2:NEGR1:NFATC3:NOL4:NOS1:NR3C1:NTRK3:PCDH9:PIP5K1A:POU2F1:PPARG:PPP2R2B:PRKCA:PRKD1:PRRC2A:QKI:RASGRP1:RBFOX1:RBFOX2:RBMS3:RERE:RIMS1:RSRC1:SCAI:SEMA6D:SGIP1:SIPA1L1:SOX5:SOX6:SPPL3:STRN3:TCF4:THRA:TRPS1:TSPAN5:USP34:VMP1:ZDHHC21	Depressive-symptoms_Baselmans_2019	In5	DER20CC
ACO2:AHI1:AKT3:APBA1:APC:APP:ASCC3:ATP1A3:ATP1B1:ATP2A2:AUTS2:BSN:CABP1:CACNA1A:CACNA1C:CALM1:CC2D2A:CDH13:CELF4:CKB:CPEB3:CTTNBP2:DCC:DDX17:DENND1A:DNM3:DPYSL2:EHMT2:ELAVL2:EP300:ERBB4:FHIT:FNBP4:GABRB2:GNAO1:GRIA1:GRIK3:GRIK5:GRIN2B:GRM5:GRM8:HERC1:HOMER1:HSPH1:KCNB1:KCNJ3:KIF1A:KIF5A:KLC1:KLF12:LRP1B:LRP8:MAGI2:MAPK1:MARK3:MEF2A:MEF2C:NCAM1:NCOA2:NCOR1:NEGR1:NOL4:NR3C1:NRF1:NT5C2:NTRK3:PCDH9:PPARG:PPP2R2B:PPP3CA:PRKCA:PRKD1:PRRC2A:PTPRD:PTPRN2:RAPGEF4:RASAL2:RBFOX1:RBMS3:RERE:RIMS1:RSRC1:SCAI:SGIP1:SGTB:SLC12A5:SLC30A9:SOX5:SOX6:SPI1:STRN3:SYN2:SYT1:TCF4:THRA:THRB:TMEM108:TOB2:TRPS1:UBP1:YLPM1:ZCCHC7:ZDHHC21	Depressive-symptoms_Baselmans_2019	In6	DER20CC
ADK:AKAP6:AP3B1:ARFGEF1:AUTS2:BPTF:CACNA1A:CADM2:CALM1:CDH13:CDH18:CDH9:CHD6:CTTNBP2:DENND1A:DTNA:EHMT2:ELAVL2:EP300:EPB41L2:ERBB4:FHIT:GNAO1:GPM6A:GRIK3:GRIN2B:GRM5:HTT:KALRN:KCNJ3:KLC1:KLHL32:LRRC7:MAGI1:MAGI2:MARK3:MEF2A:MEF2C:NCAM1:NCOR1:NEGR1:NRG3:NTRK2:NTRK3:PCDH9:PDE1A:POGZ:PPP2R2B:PPP3CA:PRRC2A:PTPRE:PTPRN2:PTPRS:RASA1:RBFOX1:RBFOX2:RBMS3:RCAN2:RERE:RORA:SCAI:SOX5:SOX6:STRN3:TCF4:TNKS:USP34:ZBTB20	Depressive-symptoms_Baselmans_2019	In7	DER20CC
ADCY2:ADK:AKAP6:AKT3:ANKS1B:APBA1:APP:ATF2:ATP1A3:ATP1B1:ATP1B2:AUTS2:BRAF:BSN:CABP1:CACNA1A:CACNA1C:CACNA1E:CADM2:CALB1:CALM1:CDH13:CDH18:CDH9:CELF1:CELF2:CELF4:CTNNA3:CTTNBP2:DCC:DDX17:DENND1A:DNM3:DTNA:EHMT2:ELAVL2:EP300:ERBB4:FHIT:FNBP4:GALNTL6:GNAO1:GPM6A:GRIA1:GRIK3:GRIK5:GRIN2B:GRM5:GRM7:GRM8:HERC1:HTT:JARID2:KCNB1:KCNJ3:KIF2A:KLC1:LSAMP:MAGI1:MAGI2:MAPK1:MEF2A:NCAM1:NCOA2:NCOR1:NEGR1:NME7:NOS1:NR3C1:NRF1:NRXN1:NTM:NTRK3:OSBPL1A:PCDH9:PDE1A:PDE8B:PIAS2:PIP5K1B:PLCH1:PPP2R2B:PPP3CA:PRKD1:PRRC2A:PTPRD:PTPRN2:PTPRS:QKI:RAPGEF2:RASAL2:RBFOX1:RBFOX2:RBMS3:RCAN2:RERE:RGS6:ROBO2:RUNX1T1:RYR2:SCAI:SGIP1:SNTB2:SOX5:SOX6:SYN2:TCF4:TEF:THRB:TNKS:TRIO:TSPAN5:UNC79:USP34:ZCCHC7:ZDHHC21:ZMYND8	Depressive-symptoms_Baselmans_2019	In8	DER20CC
ACO2:AMFR:ATF2:ATP1B1:BAG4:CALM1:CKB:EGR1:EP300:ERBB4:FOS:GNAO1:GPM6A:GRM5:HSPA5:HSPH1:KLC1:LRRC7:MARK3:MEF2A:MEF2C:MTCH2:NCAM1:NEK4:NR3C1:PCDH9:POLR2B:PPP3CA:PSMB7:RBM39:RBM6:RCAN2:SENP5:SF3B1:SLC12A5:SNCA:TCF4:TUBA1A:USP4	Depressive-symptoms_Baselmans_2019	Neurons	DER20CC
ACTN1:AFF3:AGAP1:AHCYL1:AKT3:ANKS1B:AP2B1:APC:APP:ARFGEF2:ATXN1:BBX:BCL11A:CACNA1D:CADM1:CADM2:CALN1:CAMK1D:CAMKV:CAMTA1:CDH13:CELF2:CELF4:CHCHD3:CSGALNACT1:CUX1:DAB1:DAG1:DCAF7:DGKI:DOCK3:DPYD:DPYSL2:EGR1:EXOC4:EXOC6:EXT1:FARP1:FOXO3:FOXP1:GABRB2:GBF1:GPC6:GPHN:GPM6A:GRIA4:HCN1:HDAC9:HTT:ITGA4:JMJD1C:KCNH7:LONRF2:MAP1A:MAPT:MDM4:MEF2C:MLLT10:NACC1:NDUFS1:NEGR1:NOVA1:NRXN3:NT5C2:NUMB:OPCML:PCDH7:PDE1C:PDE4B:PDE4D:PDIA6:PHACTR3:PPA2:PPM1L:PPP3CA:PPP6R2:PPP6R3:PRKACB:PRKAR2A:PRRC2C:PSMD14:RAB14:RAB5B:RAP1A:RBFOX1:RBM6:RCOR3:RGL1:RNF123:RYR2:SHANK3:SLC4A10:SLCO3A1:SORBS2:SORCS3:SORT1:SRPK2:SRSF11:TBCK:TCF4:USP34	Educational-Attainment_Okbay_2016_Education-Years-All	Ex1	DER20CC
ACTR2:AFF3:AGAP1:AKT3:ANKS1B:AP2B1:APP:ARIH1:ATXN1:BBX:CACNA1C:CADM1:CADM2:CALM1:CAMK1D:CAMKV:CAMTA1:CCDC136:CCDC88A:CDH13:CDH2:CELF2:CELF4:CTNNA3:CTNND2:CUX1:DAB1:DCC:DENND4A:EFNA5:EGR1:EPHA5:EXOC4:FARP1:FOXO3:FOXP1:GABRB2:GNAI2:GPM6A:GRM7:HCN1:HDAC9:HERC4:HTT:JMJD1C:KALRN:KANSL1:KCNH1:KCNH7:LINGO1:LRP1B:MAPT:MDM4:MED27:MEF2C:MYO5A:NEGR1:NOVA1:NRXN1:NRXN3:NTM:OPCML:PDE4B:PDE4D:PIP4K2A:POU6F2:PPA2:PPM1L:PPP3CA:PPP6R2:PRKAR2A:PRKCA:PRKCB:PRRC2A:PRRC2C:PSMD14:PTPRF:PTPRT:RAB11A:RAB14:RBFOX1:RBM6:RCOR3:RYR2:SDCCAG8:SORBS2:SORCS3:SRPK2:TANK:TBCK:TCF4:TEAD1:TNRC6A:TRPM7:UBE2K:ZSWIM6	Educational-Attainment_Okbay_2016_Education-Years-All	Ex2	DER20CC
